nodes,label,type,id,orig_label,new_id,preds,confidence
linksjugend-solid-bw.de,-1,url,17779,-1,17779,0,0.6166351
crudeoiltrader.blogspot.com,-1,url,30967,-1,30967,0,0.61658734
lakesuperiornews.com,-1,url,14475,-1,14475,0,0.61655027
cityautohardware.com,-1,url,19792,-1,19792,0,0.6165458
szbk.pl,-1,url,29740,-1,29740,0,0.616435
numicanada.com,-1,url,30280,-1,30280,0,0.6164012
adadiuvandum.it,-1,url,14982,-1,14982,0,0.6163575
bivol.bg,-1,url,15002,-1,15002,0,0.6163206
incels.is,-1,url,41553,-1,41553,0,0.61621153
fclorient.net,-1,url,19243,-1,19243,0,0.616149
nationstates.net,-1,url,18152,-1,18152,0,0.6161461
ubaldireports.com,-1,url,35102,-1,35102,0,0.61614513
northfieldneighbors.today,-1,url,30485,-1,30485,0,0.6161282
matrix-2001.cz,-1,url,43718,-1,43270,0,0.61609614
eksiduyuru.com,-1,url,32138,-1,32138,0,0.616063
bam.news,-1,url,15787,-1,15787,0,0.6160413
zone-turf.fr,-1,url,26903,-1,26903,0,0.6160232
narrensaum.blogspot.com,-1,url,40359,-1,40359,0,0.6160035
andgo.info,-1,url,20942,-1,20942,0,0.6159066
tvt.blogspot.com,-1,url,36562,-1,36562,0,0.6158986
notassinpauta.com,-1,url,17002,-1,17002,0,0.6157672
thegunman-bg.com,-1,url,31901,-1,31901,0,0.61576116
cbdideas.com,-1,url,30483,-1,30483,0,0.6156816
ioff.de,-1,url,24780,-1,24780,0,0.61567193
oneradionetwork.com,-1,url,38385,-1,38385,0,0.6156614
covid19graph.work,-1,url,33673,-1,33673,0,0.6155817
sanfrancesco.org,-1,url,14414,-1,14414,0,0.6155747
astridessed.nl,-1,url,29849,-1,29849,0,0.6155328
donsurber.blogspot.com,-1,url,38710,-1,38710,0,0.615497
innywariant.weebly.com,-1,url,40588,-1,40588,0,0.6154569
francogatti.blogspot.com,-1,url,25030,-1,25030,0,0.61543727
194.97.153.233,-1,url,21990,-1,21990,0,0.61538297
tfpforum.it,-1,url,40581,-1,40581,0,0.61535996
motors.md,-1,url,29739,-1,29739,0,0.6153489
karpstryparn.blogspot.com,-1,url,42140,-1,42140,0,0.61534196
flughafeninitiative.de,-1,url,18777,-1,18777,0,0.61526185
2ubii.com,-1,url,39620,-1,39620,0,0.61520094
contestedterrain.blogspot.com,-1,url,36353,-1,36353,0,0.6151644
newarkdailytimes.com,-1,url,18143,-1,18143,0,0.6151524
bubbleinfo.com,-1,url,41048,-1,41048,0,0.6150808
biteandbooze.com,-1,url,30382,-1,30382,0,0.61498135
therxforum.com,-1,url,15043,-1,15043,0,0.6148833
mindnumbedrobot.com,-1,url,42570,-1,42570,0,0.6148709
steynonline.com,-1,url,13643,-1,13643,0,0.6148372
ilraccoglidee.blogspot.com,-1,url,42658,-1,42658,0,0.6147774
afteryehavesuffered.blogspot.com,-1,url,41400,-1,41400,0,0.61475927
verdensalt.dk,-1,url,12607,-1,12607,0,0.6147062
estropico.blogspot.com,-1,url,40510,-1,40510,0,0.61446226
professeur-joyeux.com,-1,url,24481,-1,24481,0,0.6142572
igst.blogspot.com,-1,url,14924,-1,14924,0,0.6142174
blackjacktheforum.com,-1,url,30131,-1,30131,0,0.6142156
billybumr.blogspot.com,-1,url,40693,-1,40693,0,0.6141425
nrk.no,-1,url,41372,-1,41372,0,0.6140401
cmpfr.xyz,-1,url,18632,-1,18632,0,0.61397284
cubademocraciayvida.org,-1,url,37784,-1,37784,0,0.61396205
weedcash.network,-1,url,22998,-1,22998,0,0.6138667
tendanceclaire.org,-1,url,36988,-1,36988,0,0.6138485
israndjer.blogspot.com,-1,url,35429,-1,35429,0,0.6138425
delphic.moscow,-1,url,31734,-1,31734,0,0.6138213
burgercomite-eu.nl,-1,url,31496,-1,31496,0,0.61382055
hapede.de,-1,url,26983,-1,26983,0,0.61379683
venedig-ebb.blogspot.com,-1,url,25433,-1,25433,0,0.6137941
horizonadswaca.com,-1,url,26813,-1,26813,0,0.6137542
freedomforce.live,-1,url,43046,-1,42937,0,0.61367977
danielsolis.cz,-1,url,42512,-1,42512,0,0.6136462
gireventi.it,-1,url,22165,-1,22165,0,0.61363405
megaphone.fm,-1,url,25972,-1,25972,0,0.61363137
thehowardclinic.com,-1,url,27879,-1,27879,0,0.613599
robertaestopforanimals.blogspot.com,-1,url,29289,-1,29289,0,0.61359054
horizonadsarms.com,-1,url,26812,-1,26812,0,0.61358285
trabalhosedias.blogspot.com,-1,url,36564,-1,36564,0,0.6135523
1roman.ir,-1,url,28909,-1,28909,0,0.6135484
freedompress.org.uk,-1,url,37215,-1,37215,0,0.6134935
weldingweb.com,-1,url,21322,-1,21322,0,0.6134851
feedyouradhd.blogspot.com,-1,url,18494,-1,18494,0,0.6134075
jonslattery.blogspot.com,-1,url,17711,-1,17711,0,0.6133916
knappster.blogspot.com,-1,url,37911,-1,37911,0,0.6133503
mensa-barbie.blogspot.com,-1,url,17897,-1,17897,0,0.6133263
uatalks.com,-1,url,42226,-1,42226,0,0.6133252
kottchark.se,-1,url,42141,-1,42141,0,0.6130928
lesgrappes.com,-1,url,19565,-1,19565,0,0.6130662
campagnadisobbedienzaciviledimassa.blogspot.com,-1,url,40333,-1,40333,0,0.61298007
themalogie.de,-1,url,15520,-1,15520,0,0.61272585
cuxverein.de,-1,url,26979,-1,26979,0,0.61266315
democratic-syria.blogspot.com,-1,url,42437,-1,42437,0,0.6126521
houraney.com,-1,url,42042,-1,42042,0,0.61261374
invinciblearmor.blogspot.com,-1,url,23101,-1,23101,0,0.612473
rdrama.net,-1,url,33960,-1,33960,0,0.6124344
forum24.ru,-1,url,30509,-1,30509,0,0.6124085
awsvpni.com,-1,url,41164,-1,41164,0,0.61240155
quepasaboricua.com,-1,url,26648,-1,26648,0,0.6123541
hellenicamericanleagueoflarissa.blogspot.com,-1,url,40956,-1,40956,0,0.6122308
talent-gesucht.de,-1,url,15519,-1,15519,0,0.61220783
dnaconnexions.com,-1,url,43717,-1,43269,0,0.61218953
miodesopsie.it,-1,url,27483,-1,27483,0,0.61210394
toksick.com,-1,url,39972,-1,39972,0,0.6120861
twinstabook.com,-1,url,21165,-1,21165,0,0.6120716
reliableanswers.com,-1,url,22747,-1,22747,0,0.6120347
tuttomamma.com,-1,url,40522,-1,40522,0,0.61199033
shia-forum.de,-1,url,42351,-1,42351,0,0.611961
247newsaroundtheworld.com,-1,url,41169,-1,41169,0,0.6119532
rogerstone1.blogspot.com,-1,url,40813,-1,40813,0,0.6119474
atheistpassions.com,-1,url,38831,-1,38831,0,0.6119168
vrezum.com,-1,url,23408,-1,23408,0,0.61188346
euporos.ch,-1,url,41464,-1,41464,0,0.61187345
letsrebuildit.com,-1,url,39957,-1,39957,0,0.6118062
horizonadsoh.com,-1,url,26814,-1,26814,0,0.6117563
readlion.com,-1,url,37071,-1,37071,0,0.6116928
reverereport.com,-1,url,24187,-1,24187,0,0.6116881
secularhumanism.org,-1,url,34572,-1,34572,0,0.61161816
medscaspe.com,-1,url,11469,-1,11469,0,0.61152345
horizonadsin.com,-1,url,26815,-1,26815,0,0.6115146
avortementivg.com,-1,url,20166,-1,20166,0,0.6114928
nbnprofits.com,-1,url,34396,-1,34396,0,0.6114591
chinaxytg.com,-1,url,20956,-1,20956,0,0.61137736
3dstreaming.org,-1,url,21896,-1,21896,0,0.6113684
thesecretrealtruth.blogspot.com,-1,url,30729,-1,30729,0,0.6112947
mdshooters.com,-1,url,30540,-1,30540,0,0.6112611
ptecentral.com,-1,url,19789,-1,19789,0,0.6112243
asimflipflop.com,-1,url,40145,-1,40145,0,0.61120695
shekinahfellowship.blogspot.com,-1,url,21606,-1,21606,0,0.6112039
markwadsworth.blogspot.com,-1,url,27672,-1,27672,0,0.6111522
tarcoteca.blogspot.com,-1,url,21203,-1,21203,0,0.6110744
leve-toi.com,-1,url,31167,-1,31167,0,0.61099476
yourawake.weebly.com,-1,url,39388,-1,39388,0,0.61094517
domaintechnik.at,-1,url,20585,-1,20585,0,0.6109238
novorossia.ws,-1,url,31343,-1,31343,0,0.6108648
qanon-news.com,-1,url,29256,-1,29256,0,0.6108433
global14.com,-1,url,15659,-1,15659,0,0.6108381
seekyetruth.blogspot.com,-1,url,29874,-1,29874,0,0.6108042
freethetruthnow.blogspot.com,-1,url,38339,-1,38339,0,0.6107904
weedhire.com,-1,url,38142,-1,38142,0,0.6107897
zanesvilletimes.com,-1,url,18144,-1,18144,0,0.61078215
angeliallavoro.blogspot.com,-1,url,42556,-1,42556,0,0.6107742
pririb.ir,-1,url,29973,-1,29973,0,0.6106956
horizonadsri.com,-1,url,26816,-1,26816,0,0.61068606
artd2307-suriyon.blogspot.com,-1,url,14618,-1,14618,0,0.610678
pubsgalore.co.uk,-1,url,30910,-1,30910,0,0.61065906
jaytrobec.com,-1,url,34653,-1,34653,0,0.6106411
kgix.net,-1,url,27519,-1,27519,0,0.6105884
investireoggi.it,-1,url,13888,-1,13888,0,0.6105447
revolucionatuciudad.blogspot.com,-1,url,32066,-1,32066,0,0.61053294
yescoaching.com,-1,url,41694,-1,41694,0,0.6104896
extremamente.it,-1,url,42581,-1,42581,0,0.61047006
epollresearch.com,-1,url,20889,-1,20889,0,0.6103369
william-tell.com,-1,url,27816,-1,27816,0,0.61025935
horizonadspa.com,-1,url,26817,-1,26817,0,0.61015713
junkfoodscience.blogspot.com,-1,url,11932,-1,11932,0,0.6100867
194.97.153.230,-1,url,21994,-1,21994,0,0.6100839
general-anzeiger-bonn.de,-1,url,28881,-1,28881,0,0.6100607
snolinekennels.com,-1,url,23512,-1,23512,0,0.60989934
truthbasedmedia.com,-1,url,36213,-1,36213,0,0.60989004
runonflux.io,-1,url,16985,-1,16985,0,0.6098521
politbjuro.com,-1,url,25031,-1,25031,0,0.6098331
2012felemelkedes.blog.hu,-1,url,31519,-1,31519,0,0.60972255
leadershipinstitute.org,-1,url,37483,-1,37483,0,0.6097023
yorkshire4freedom.org,-1,url,29351,-1,29351,0,0.60969764
debeurs.nl,-1,url,37149,-1,37149,0,0.60966885
wargametechnology.weebly.com,-1,url,16654,-1,16654,0,0.6095131
elderofziyon.blogspot.com,-1,url,27955,-1,27955,0,0.60947233
boonevillelumber.com,-1,url,19790,-1,19790,0,0.60942215
mystrangemind.com,-1,url,40124,-1,40124,0,0.6093898
esouthernoregon.com,-1,url,15984,-1,15984,0,0.60932684
kristinberkey-abbott.blogspot.com,-1,url,35479,-1,35479,0,0.6092375
centro.co.il,-1,url,29738,-1,29738,0,0.6092121
horizonweb01.com,-1,url,26818,-1,26818,0,0.6091444
freedomrider.blogspot.com,-1,url,37670,-1,37670,0,0.6091207
econ.bg,-1,url,34136,-1,34136,0,0.60908073
globeinfo.live,-1,url,20937,-1,20937,0,0.6089958
diversotoscana.blogspot.com,-1,url,21540,-1,21540,0,0.60897714
adriennescatholiccorner.blogspot.com,-1,url,22763,-1,22763,0,0.60894805
tasta.ro,-1,url,31542,-1,31542,0,0.6089069
magnificentoctopus.blogspot.com,-1,url,36563,-1,36563,0,0.60890466
oetacademy.org,-1,url,11468,-1,11468,0,0.60879856
moethihaaung.blogspot.com,-1,url,33880,-1,33880,0,0.6087969
allsbnews.blogspot.com,-1,url,33881,-1,33881,0,0.60876983
prophecyhour.com,-1,url,31121,-1,31121,0,0.60876036
pleiadedolphininfos.blogspot.com,-1,url,31518,-1,31518,0,0.60862607
octoldit.com,-1,url,41427,-1,41427,0,0.60861653
revolution21.org,-1,url,25292,-1,25292,0,0.60831064
194.97.153.216,-1,url,21996,-1,21996,0,0.6082418
veritasl.blogspot.com,-1,url,14423,-1,14423,0,0.60815525
granitestatefutures.org,-1,url,41428,-1,41428,0,0.6081389
kaleoonakoa.org,-1,url,20754,-1,20754,0,0.6081178
tempi-finali.blogspot.com,-1,url,31476,-1,31476,0,0.6081037
yellowdoggereldemocrat.blogspot.com,-1,url,21386,-1,21386,0,0.6080989
kidsisinhollywood.blogspot.com,-1,url,28168,-1,28168,0,0.608096
raffaelepicilli.it,-1,url,26723,-1,26723,0,0.60808605
ilvecchioeilrivoluzionario.blogspot.com,-1,url,13362,-1,13362,0,0.60807246
noudiari.es,-1,url,17778,-1,17778,0,0.60798776
citroen-club.it,-1,url,25916,-1,25916,0,0.6079683
matrix.org,-1,url,25761,-1,25761,0,0.6079179
neoreactionary.blogspot.com,-1,url,31027,-1,31027,0,0.60777813
honlapcentrum.com,-1,url,15891,-1,15891,0,0.6077739
book4buy.com,-1,url,35160,-1,35160,0,0.60776436
kateablog.blogspot.com,-1,url,37079,-1,37079,0,0.6077363
grandpajohn.blogspot.com,-1,url,25621,-1,25621,0,0.60771483
frenf.it,-1,url,32163,-1,32163,0,0.6076624
thisweekintomorrow.com,-1,url,34909,-1,34909,0,0.6076312
anthropopedagogie.com,-1,url,24484,-1,24484,0,0.60756534
filonoi.gr,-1,url,31918,-1,31918,0,0.6075264
experimentalvaccines.blogspot.com,-1,url,42353,-1,42353,0,0.60752547
drudgereportalternates.com,-1,url,38973,-1,38973,0,0.60746604
topgan.it,-1,url,42631,-1,42631,0,0.6073834
otherware.blogspot.com,-1,url,27523,-1,27523,0,0.60737765
gamingpassions.com,-1,url,40792,-1,40792,0,0.60734946
nordkorea-info.de,-1,url,33093,-1,33093,0,0.60732955
fctpcommunity.org,-1,url,23047,-1,23047,0,0.6073104
billlawrenceonline.com,-1,url,31731,-1,31731,0,0.60724175
sindacatoguardiegiurate.myblog.it,-1,url,42138,-1,42138,0,0.60713965
iowacityjournal.com,-1,url,22955,-1,22955,0,0.60708314
illinoisfamily.org,-1,url,18574,-1,18574,0,0.6070556
patriotnationpress.com,-1,url,15149,-1,15149,0,0.60693085
oudtshoorncourant.com,-1,url,34254,-1,34254,0,0.60688233
neritam.com,-1,url,39755,-1,39755,0,0.60684985
notableandquotable.blogspot.com,-1,url,39756,-1,39756,0,0.6068117
kvikmyndir.is,-1,url,31068,-1,31068,0,0.6066711
miamidermaclinic.com,-1,url,27874,-1,27874,0,0.6066406
annasadornments.blogspot.com,-1,url,42827,-1,42827,0,0.6065964
whitewolfrevolution.blogspot.com,-1,url,42553,-1,42553,0,0.6065612
productjunkiediva.blogspot.com,-1,url,37164,-1,37164,0,0.60648984
thebeltwayoutsiders.com,-1,url,36451,-1,36451,0,0.6064807
therichwilkins.blogspot.com,-1,url,36739,-1,36739,0,0.60646963
sbf.net.nz,-1,url,30194,-1,30194,0,0.60640115
savoie-antinucleaire.fr,-1,url,39414,-1,39414,0,0.60633945
adsenseandsearch.blogspot.com,-1,url,39798,-1,39798,0,0.60631144
infinitemonkeyatthekeyboard.blogspot.com,-1,url,28317,-1,28317,0,0.6063062
acuriousguy.blogspot.com,-1,url,17563,-1,17563,0,0.6061924
democracyfornepal.com,-1,url,37308,-1,37308,0,0.6061562
aiutamici.com,-1,url,40828,-1,40828,0,0.6059984
onedaymd.com,-1,url,19985,-1,19985,0,0.6059373
dailythoughtpad.blogspot.com,-1,url,31195,-1,31195,0,0.60591805
staatsgeld.nl,-1,url,39507,-1,39507,0,0.605907
humourdedogue.blogspot.com,-1,url,14530,-1,14530,0,0.60589534
vamoslaportugal.com,-1,url,21975,-1,21975,0,0.6058873
steem.buzz,-1,url,38569,-1,38569,0,0.6058459
covidstat.ru,-1,url,33669,-1,33669,0,0.60584
freetofindtruth.blogspot.com,-1,url,41555,-1,41555,0,0.6058076
templestudy.com,-1,url,28361,-1,28361,0,0.60577995
vikingpundit.blogspot.com,-1,url,23471,-1,23471,0,0.6056222
theapricity.com,-1,url,29909,-1,29909,0,0.6056156
metaverseproject.nl,-1,url,18833,-1,18833,0,0.6055207
tucc-per-tucc.blogspot.com,-1,url,26908,-1,26908,0,0.60551286
campussports.net,-1,url,39977,-1,39977,0,0.6054897
waguns.org,-1,url,20838,-1,20838,0,0.60546637
cybernistas.com,-1,url,22113,-1,22113,0,0.605453
information-machine.blogspot.com,-1,url,40883,-1,40883,0,0.6054444
agaogroup.com,-1,url,32752,-1,32752,0,0.6054412
mon-pagerank.com,-1,url,14533,-1,14533,0,0.60533315
nobody-n-particular.blogspot.com,-1,url,30659,-1,30659,0,0.6053039
republicansexposed.org,-1,url,30808,-1,30808,0,0.6052833
stolinsky.com,-1,url,20212,-1,20212,0,0.605259
creativityalliance.com,-1,url,41435,-1,41435,0,0.60523653
gainesville-news.blogspot.com,-1,url,43521,-1,43171,0,0.6052297
jacobsandersillustration.blogspot.com,-1,url,31563,-1,31563,0,0.60520643
newenglandnationalreview.com,-1,url,20361,-1,20361,0,0.6051728
milanonline.blogspot.com,-1,url,36448,-1,36448,0,0.60512966
ivi.int,-1,url,32371,-1,32371,0,0.60512257
korfezhaberi.com,-1,url,26518,-1,26518,0,0.6051026
mastrodesade.org,-1,url,40323,-1,40323,0,0.6050798
leparisienliberal.blogspot.com,-1,url,16525,-1,16525,0,0.60499257
moradokislam.org,-1,url,26517,-1,26517,0,0.60483146
geschichteinchronologie.com,-1,url,27941,-1,27941,0,0.6047443
my-covid-story.com,-1,url,36171,-1,36171,0,0.6047397
oschatz-heute.de,-1,url,13064,-1,13064,0,0.6046819
iranpress.com,-1,url,39215,-1,39215,0,0.60464996
206.214.167.226,-1,url,36105,-1,36105,0,0.6046465
jonyphisworld.blogspot.com,-1,url,16626,-1,16626,0,0.60463375
letsgopens.com,-1,url,24333,-1,24333,0,0.6046204
yacketyyakia.blogspot.com,-1,url,40636,-1,40636,0,0.6045615
orizzonti-allucinanti.blogspot.com,-1,url,19572,-1,19572,0,0.6045156
shwenaingan.blogspot.com,-1,url,33883,-1,33883,0,0.60435903
defenderofprecioustruth.blogspot.com,-1,url,41278,-1,41278,0,0.60434914
pushthepulldoor.blogspot.com,-1,url,32463,-1,32463,0,0.6043177
rgvsports.com,-1,url,37691,-1,37691,0,0.6042895
fafanosoucy.blogspot.com,-1,url,39105,-1,39105,0,0.604258
1pensierounaparola.blogspot.com,-1,url,40673,-1,40673,0,0.6042569
dakarinfo.sn,-1,url,22120,-1,22120,0,0.6041896
ashlandsourcecenter.com,-1,url,15986,-1,15986,0,0.6040882
ipertermiaitalia.it,-1,url,27477,-1,27477,0,0.6040491
detrichpix.typepad.com,-1,url,28418,-1,28418,0,0.60399145
talkaboutthesouth.com,-1,url,30384,-1,30384,0,0.60395634
muanpi.blogspot.com,-1,url,33884,-1,33884,0,0.6039396
freedom-daily.blogspot.com,-1,url,41433,-1,41433,0,0.6038883
siciliarurale.eu,-1,url,27017,-1,27017,0,0.60372543
canucwhatic.blogspot.com,-1,url,18129,-1,18129,0,0.60365885
empireofdirt77.blogspot.com,-1,url,30390,-1,30390,0,0.60361207
thenakedtruthinaconfusedworld.blogspot.com,-1,url,42110,-1,42110,0,0.60359424
businessinboard.blogspot.com,-1,url,23731,-1,23731,0,0.6035397
silbermond-fanclub.de,-1,url,23417,-1,23417,0,0.60352534
simplyjews.blogspot.com,-1,url,21608,-1,21608,0,0.603408
rockinhits.com,-1,url,30807,-1,30807,0,0.6034
dkn.tv,-1,url,40133,-1,40133,0,0.6033798
clickdoc.it,-1,url,27476,-1,27476,0,0.60334146
simplelivingforum.net,-1,url,34160,-1,34160,0,0.60332733
motors.com.hr,-1,url,29741,-1,29741,0,0.60332406
fishin.com,-1,url,38803,-1,38803,0,0.60325664
liberationtheologylutheran.blogspot.com,-1,url,35480,-1,35480,0,0.6032479
truthcomestolight.com,-1,url,31890,-1,31890,0,0.60320455
groundstate.blogspot.com,-1,url,40931,-1,40931,0,0.60309637
unionedigital.it,-1,url,14984,-1,14984,0,0.60308635
western-civilisation.com,-1,url,38431,-1,38431,0,0.6030699
openprison.ca,-1,url,24684,-1,24684,0,0.6030514
darkpolitricks.blogspot.com,-1,url,22381,-1,22381,0,0.60302544
divineoffice.org,-1,url,27897,-1,27897,0,0.6030118
thecontact.ca,-1,url,33551,-1,33551,0,0.6029999
debt-reduction-solution.com,-1,url,41050,-1,41050,0,0.60296977
omama.ru,-1,url,43242,-1,43019,0,0.60292083
pacoenterprises.blogspot.com,-1,url,29308,-1,29308,0,0.6029053
jerrynewcombe.com,-1,url,22232,-1,22232,0,0.60290104
drputts.blogspot.com,-1,url,30044,-1,30044,0,0.60289955
kevinshomeofstuff.blogspot.com,-1,url,42369,-1,42369,0,0.60287976
praxamericana.blogspot.com,-1,url,31441,-1,31441,0,0.6028385
smashleft.com,-1,url,30903,-1,30903,0,0.60269624
antonio-salzano.blogspot.com,-1,url,40241,-1,40241,0,0.6026862
homesteadingtoday.com,-1,url,39575,-1,39575,0,0.60265416
obamasez.blogspot.com,-1,url,25134,-1,25134,0,0.6026476
seawarriorgold999.blogspot.com,-1,url,16627,-1,16627,0,0.60263777
greensboroperformingarts.blogspot.com,-1,url,27866,-1,27866,0,0.60259914
tnqa.net,-1,url,32592,-1,32592,0,0.6025725
mouslimradio.info,-1,url,30188,-1,30188,0,0.60256296
antiwhitebias.com,-1,url,41461,-1,41461,0,0.60253924
dreadtomatoaddiction.blogspot.com,-1,url,42431,-1,42431,0,0.6025362
scholieren.com,-1,url,31452,-1,31452,0,0.60251516
reteccp.org,-1,url,37877,-1,37877,0,0.602472
jewamongyou.com,-1,url,31437,-1,31437,0,0.60244465
emmanuil.tv,-1,url,38590,-1,38590,0,0.60244346
thecannabisjobboard.com,-1,url,33451,-1,33451,0,0.602432
911liarsexposed.blogspot.com,-1,url,43296,-1,43043,0,0.60238516
citroenar.eu,-1,url,42491,-1,42491,0,0.60234475
farnwide.blogspot.com,-1,url,35140,-1,35140,0,0.60232484
giornoenotte.news,-1,url,41103,-1,41103,0,0.6022557
latijnsamerikainformatiecentrum.blogspot.com,-1,url,37584,-1,37584,0,0.60224354
charmika.co.uk,-1,url,33937,-1,33937,0,0.602195
ellatinodehoy.com,-1,url,17004,-1,17004,0,0.60218036
armietiro.it,-1,url,41687,-1,41687,0,0.60210395
drunkenstepfather.com,-1,url,37776,-1,37776,0,0.60201573
caneliberonline.blogspot.com,-1,url,40298,-1,40298,0,0.6020123
siciliammare.it,-1,url,27019,-1,27019,0,0.6020099
samsforum.com,-1,url,42130,-1,42130,0,0.60198826
kuzul.info,-1,url,35839,-1,35839,0,0.6019805
jenniferweber.squarespace.com,-1,url,37752,-1,37752,0,0.6019326
dasdossier.de,-1,url,21731,-1,21731,0,0.6019034
keenspot.com,-1,url,38551,-1,38551,0,0.6018858
historyscoper.com,-1,url,16600,-1,16600,0,0.60179645
letusfindthetruth.blogspot.com,-1,url,41702,-1,41702,0,0.601762
bustedcoverage.com,-1,url,39976,-1,39976,0,0.6017562
veteransmates.net.au,-1,url,19958,-1,19958,0,0.6016371
conventionofstates.com,-1,url,30472,-1,30472,0,0.60160273
redstateconservative.com,-1,url,25051,-1,25051,0,0.60159636
finalconflictblog.blogspot.com,-1,url,41280,-1,41280,0,0.6015806
nrawomen.com,-1,url,30050,-1,30050,0,0.6015771
linkarena.com,-1,url,23388,-1,23388,0,0.6015551
cobasperilsindacatodiclasse.blogspot.com,-1,url,41813,-1,41813,0,0.6015266
stan-heretic.blogspot.com,-1,url,19411,-1,19411,0,0.60129243
fat64.net,-1,url,40587,-1,40587,0,0.6012908
aliensareincharge.blogspot.com,-1,url,42462,-1,42462,0,0.6012727
edgarplanet.blogspot.com,-1,url,37438,-1,37438,0,0.6012659
d66167.blogspot.com,-1,url,26641,-1,26641,0,0.60125315
beermelodies.com,-1,url,38141,-1,38141,0,0.6011382
vgfacts.com,-1,url,39520,-1,39520,0,0.6010675
mycbdoilworld.com,-1,url,25549,-1,25549,0,0.60106456
soonerpolitics.org,-1,url,37484,-1,37484,0,0.6010137
valeriemurray.com,-1,url,27518,-1,27518,0,0.60095286
etutodasi.biz,-1,url,37412,-1,37412,0,0.60094845
laprovinciamarche.eu,-1,url,27979,-1,27979,0,0.60094786
voncio83.blogspot.com,-1,url,41268,-1,41268,0,0.6009467
international-highlife.com,-1,url,30484,-1,30484,0,0.6009362
autto.pt,-1,url,29743,-1,29743,0,0.6008943
professionisti-24.it,-1,url,40246,-1,40246,0,0.6008298
libyanwarthetruth.com,-1,url,38996,-1,38996,0,0.60082614
felicerose.blogspot.com,-1,url,43461,-1,43129,0,0.6008063
mligon08.blogspot.com,-1,url,15927,-1,15927,0,0.6008029
infobassin.com,-1,url,26781,-1,26781,0,0.6007873
homelandsecuritynet.com,-1,url,35101,-1,35101,0,0.60072356
foozine.com,-1,url,14535,-1,14535,0,0.6006386
bullcutter.blogspot.com,-1,url,25379,-1,25379,0,0.6005586
tsazim.com,-1,url,34383,-1,34383,0,0.60045815
franciascarimbutobionickapra.blogspot.com,-1,url,41692,-1,41692,0,0.6004432
agathon-sbh.blogspot.com,-1,url,27125,-1,27125,0,0.60041195
deepgreenresistance.org,-1,url,24099,-1,24099,0,0.600383
xibaar.net,-1,url,22116,-1,22116,0,0.600348
wordsforgood.org,-1,url,43547,-1,43184,0,0.6002891
autismone.org,-1,url,42833,-1,42833,0,0.6001834
entmachtet.blogspot.com,-1,url,40358,-1,40358,0,0.6001773
watchpeopledie.tv,-1,url,15727,-1,15727,0,0.6001369
pososdeanarquia.com,-1,url,36857,-1,36857,0,0.6001184
jbsarchives.org,-1,url,39837,-1,39837,0,0.60009956
josephfreedomoranarchy.blogspot.com,-1,url,36248,-1,36248,0,0.60007364
klimathot-gameover.blogspot.com,-1,url,42019,-1,42019,0,0.600064
frsmith.blogspot.com,-1,url,38912,-1,38912,0,0.6000022
tailbest.blogspot.com,-1,url,30667,-1,30667,0,0.5998964
saashub.com,-1,url,29619,-1,29619,0,0.599844
ambient-palestine.blogspot.com,-1,url,33923,-1,33923,0,0.59980184
itchifingers.blogspot.com,-1,url,38931,-1,38931,0,0.5997764
bnonews.es,-1,url,33671,-1,33671,0,0.59977335
anoddlittleplace.typepad.com,-1,url,31651,-1,31651,0,0.5997356
scalatt.it,-1,url,39501,-1,39501,0,0.5996756
militaryanalysis.blogspot.com,-1,url,24405,-1,24405,0,0.59964067
ekomissionka.by,-1,url,34149,-1,34149,0,0.59963626
ilupidieinstein.blogspot.com,-1,url,40806,-1,40806,0,0.59958714
crossdressers.com,-1,url,33965,-1,33965,0,0.5995741
newslinksandbundles.blogspot.com,-1,url,34025,-1,34025,0,0.5992214
theyoungconservatives.com,-1,url,39350,-1,39350,0,0.5991999
idiaridelloscooter.blogspot.com,-1,url,26991,-1,26991,0,0.5990896
kimau.com,-1,url,18472,-1,18472,0,0.5990674
exzacktamountas.com,-1,url,30503,-1,30503,0,0.5990257
peacenewsnow.com,-1,url,42788,-1,42788,0,0.59898686
iftbqp.com,-1,url,16679,-1,16679,0,0.5989784
dodgersims.blogspot.com,-1,url,22653,-1,22653,0,0.5989583
toresays.com,-1,url,39318,-1,39318,0,0.598928
christianactionleague.org,-1,url,22231,-1,22231,0,0.59892225
niksnest.blogspot.com,-1,url,19000,-1,19000,0,0.59890455
baefeiting.com,-1,url,20953,-1,20953,0,0.59879476
theresadapra.com,-1,url,39226,-1,39226,0,0.59875894
binzubeiry.co.tz,-1,url,35722,-1,35722,0,0.59864193
musicdataapi.com,-1,url,27871,-1,27871,0,0.59862685
retemmt.it,-1,url,40329,-1,40329,0,0.5986171
attivo.link,-1,url,41648,-1,41648,0,0.59860873
bjornolav.blogspot.com,-1,url,35477,-1,35477,0,0.59858847
redstartv.org,-1,url,40853,-1,40853,0,0.59855306
broadbentinstitute.ca,-1,url,36560,-1,36560,0,0.5984937
ecole-neris-cp2015.blogspot.com,-1,url,30242,-1,30242,0,0.59838295
madelmanyfigurasdeaccion.com,-1,url,27978,-1,27978,0,0.5983827
aboutthemasks.com,-1,url,29717,-1,29717,0,0.59835577
wheresobamasbirthcertificate.com,-1,url,15153,-1,15153,0,0.5982226
